,clean_text,translated_text,sentimen_score,sentimen
491,lihat dari foto seperti byd dolphin lebih lega daripada kompetitor ya sama itu dasbor yang tengah bawah layar unik sih bentuk desain bodi juga lucu sih tidak aneh atau terlalu futuristik seperti ioniq 5 bagus sih mobil listrik pabrikan cina lihat tarik,"Look at the photo, the Byd Dolphin is more spacious than its competitors, yes, the dashboard in the middle under the screen is unique, the body design is also cute, it's not strange or too futuristic like the Ioniq 5, it's a good Chinese electric car, look at the attractiveness",0.9259,Positif
492,aduh mulai tarik dengan mobil listrik kecil,ouch start pulling with a small electric car,0.0,Netral
493,maksud kamu mobil listrik vietnam itu yang seperti vinfast kah yang vf5 kata mulai 250 juta,"Do you mean the Vietnamese electric car like the Vinfast, the VF5, starting from 250 million?",0.3612,Positif
494,aki tekor kalau di mobil arti aki lebih cepat keluar listrik daripada isi,"If the battery is low in a car, it means the battery is draining electricity faster than it is filling",-0.2732,Negatif
495,mobil overheat vespa mogok alir listrik mati mio ban bocor subhanallah coba,"Vespa car overheats, power failure, mio, flat tire, subhanallah try",-0.5106,Negatif
496,gegara harga di subsidi kan boleh laa beda puluh juta tapi rangenya lebih jauh masalah satu spare partnya inden kata orang magernya nanti kalau ada apa suruh nunggu beda sama merknya mobil listrik vietnam yang dekat sama indonesia,"Because the price is subsidized, there may be a difference of tens of millions, but the range is further, the problem is that one spare part is indent, people say it's too late, if anything happens, they're told to wait, it's different from the Vietnamese electric car brand which is close to Indonesia.",-0.5499,Negatif
497,mobil listrik dari segi pajak guna listrik kasih murah nanti kalau sudah mayoritas pakai mobil listrik juga pasti dimahalin,"From a tax point of view, electric cars provide cheap electricity. Later, if the majority use electric cars, they will definitely be expensive",0.4019,Positif
498,he hee aya2 saja kalau halusinasi ya begitu enggak sekali asemka jadi mobil listrik,"he hee it's just like that when you're hallucinating, it's not like it's sour at all to become an electric car",0.6124,Positif
499,eropa kini tidak hanya banjir mobil listrik china yang murah tetapi juga kualitas,Europe is now not only flooded with cheap Chinese electric cars but also quality ones,0.0,Netral
500,dengan harga yang turun akibat oversupply untung di juga kurang karena kontrak long term dengan china bagai bangun smelter nikel murah sebut tampung mereka china produsen mobil listrik besar yang untung china karena bisa tekan ongkos harga pokok baterai sehingga moblisnya juga murah,"with prices falling due to oversupply, profits are also less because long-term contracts with China are like building cheap nickel smelters, call them China, China's big electric car producer, which makes a profit from China because it can reduce the cost of the basic price of batteries so that the cars are also cheap.",0.7717,Positif
501,aduh mobil listrik baruuu saja gencar di promosiin di nl sudah masalah dengan lebih beban utama di kota besar bahkan dihimbau untuk tidak serentak guna mobil listrik indonesia bagaimana masih ngotot dengan mobil listrik hehehe bubaaarrr,"Wow, electric cars have just been intensively promoted in NL, there are already problems with the main load in big cities, even people have been advised not to use electric cars at once, how come Indonesia is still insisting on electric cars, hahaha, bubaaarrr",0.8176,Positif
502,ril sih memang hybrid buat jauh lebih irit daripada non hybrid benar saya tetap lebih prefer evfull listrik sekaliancm sayang seperti spklu di indonesia belum sebar rata beda sama di cn sekarang sudah 13 mobil baru jual penuh listrik,"Really, hybrids are much more economical than non-hybrids, it's true that I still prefer full electric EVs, unfortunately, like the SPKLU in Indonesia, it's not even the same as in CN, now there are 13 new cars selling, fully electric.",0.4404,Positif
503,hybrid itu mah mau irit mah yang ccnya kecil atau mobil listrik,If you want a hybrid that's economical if you have a small cc or an electric car,0.0772,Positif
504,kamu kira bus tj gede mobil listrik wuling,You think the big TJ bus is a Wuling electric car,0.0,Netral
505,tidak perlu lamborghini sih cukup mobil listrik wuling saja lucu soal seperti raut,"You don't need a Lamborghini, just a Wuling electric car, it's funny about the look",0.4404,Positif
506,kalau sudah punya mobil listrik jangan lupa pakai sumber listrik dari tenaga surya juga ya biar makin bersih energi yang,"If you already have an electric car, don't forget to use a solar power source too, so the energy will be cleaner",0.5782,Positif
507,mobil listrik dek minta wkwkwk,I'm asking for an electric car hahaha,0.5574,Positif
508,kayak enak naik kuda 1nakes 1kuda tidak usah pakai motormobil listrik,"It's like it's nice to ride one horse, one health worker, one horse, you don't need to use an electric motorbike",0.6486,Positif
509,batal beli mobil listrik,cancel buying an electric car,-0.25,Negatif
510,mobil listrik tidak,electric cars don't,0.0,Netral
511,pajak orang kaya dihapusdikurangi pajak orang miskin diuberuber,"Taxes on the rich are abolished, taxes on the poor are reduced",0.128,Positif
512,ngomongin bensin teroosss ada mobil listrik,"Talking about petrol, there are electric cars",0.0,Netral
513,nikel murah indonesia nilai akan hancur saing dalam beberapa tahun datang kuat posisi bagai produsen logam dominan di dunia yang sangat penting untuk baterai mobil listrik,Indonesia's cheap nickel value will be destroyed by competitiveness in a few years coming from a strong position as the world's dominant producer of the metal which is very important for electric car batteries,0.5563,Positif
514,komponen utama mobil listrik itu kan bateraicontrollerdinamo motor harga baterai air ev saja itu 100an jt dengan garansi 8thn atau 120000km mobil konvensional apakah ada dengan harga yang sama biaya awat sampai 100jt untuk 8thn ini baru baterai belum controllerdinamo,"The main component of an electric car is the battery, controller, motor dynamo, the price of an EV water battery alone is 100 million with a guarantee of 8 years or 120,000 km, is there a conventional car with the same price, maintenance costs up to 100 million for 8 years, this is a new battery, no dynamo controller.",-0.296,Negatif
515,belum bilang akan jadi produsen batery mobil listrik besar sekarang bilang pabrik sendok sudah tua tukang tipu,"I haven't said that I will become a big electric car battery manufacturer, but now I say that the spoon factory is an old con artist",0.0,Netral
516,guna mobil listrik tentu beda dengan kendara konvensional salah satu rasa khawatir atau yang biasa buat panik guna adalah saat kondisi baterai sudah tip namun tidak ada charging station,Using an electric car is certainly different from conventional driving. One of the worries or things that usually cause panic is when the battery is in good condition but there is no charging station.,-0.4939,Negatif
517,memang awat mobil listrik yang buat mahal apa selain baterai yang itu tidak mungkin 5tahun juga rusak,"It's true that it's expensive to maintain an electric car, apart from the battery, which can't possibly be damaged in 5 years",0.6377,Positif
518,orang beli mobil listrik yah buat dalam kota mereka pintar drun beli mobil listrik karena bebas genjal genap orang yang punya mobil listrik pasti punya mobil bbm,"people buy electric cars, for those in the city they are smart and don't buy electric cars because they are free, even people who have electric cars definitely have petrol cars",0.8271,Positif
519,kalau mau lebih irit lagi ya sekali saja mobil listrik tetapi yang jelas mobil konvensional itu awat lebih murah daripada mobil hybrid dan mobil listrik,"If you want to be even more economical, just go for an electric car, but what is clear is that conventional cars are cheaper than hybrid cars and electric cars",0.5499,Positif
520,di amerika dan negara yang sudah guna mobil listrik sudah ada spklu memang kalau mau lagi jalan jauh bisa tesla kalau pakai listrik rumah lama cas juga banyak makan beban listrik,"In America and countries that already use electric cars, there are already SPCLs. If you want to go long distances, you can use a Tesla. If you use electricity at home, the old charger also eats up a lot of electrical load.",0.0772,Positif
521,mobil listrik bisa di cas di rumah drun,Electric cars can be charged at Drun's house,-0.2023,Negatif
522,tapi harus di dukung dalam waktu lima tahun usaha yang impor mobil listrik cbu buat pabrik rakit di indonesia untuk mobil ckd dengan wajib minimal 40 persen tkdn,but it must be supported within five years by businesses that import CBU electric cars for assembly factories in Indonesia for CKD cars with a mandatory minimum of 40 percent TKDN,0.5267,Positif
523,kalau untuk cepat go green kan bisa mobil listrik yang murah yang mewah tepat ada pajak dong rakyat loh pak lagi antre beras owh iya kan yang antre beras rakyat konoha,"If you want to go green quickly, you can get a cheap, luxurious electric car, right? There's a tax, right? The people are queuing for rice, oh yes, the people of Konoha are queuing for rice.",0.5204,Positif
524,spklusplu masih belum banyak bagaimana mau beli mobil listrik cara massal oh baru ingat yang boleh punya mobil listrik kan orang kelas atas tapi kok pajak barang mewah hapus jam tangan mewah ada ppnbm tapi kok mobil listrik mewah tidak,spklusplu there are still not many how do you want to buy an electric car in bulk oh just remembered those who are allowed to have an electric car are upper class people but how come the luxury goods tax abolishes luxury watches there is PPnBM but why don't luxury electric cars,0.0387,Positif
